Forest,BurnType,TakedownDate,TrapType,TreeNumber,TimePoint,TrapDestroyed,VialNumber,LabelCode,PrelimID,Order,Count,Family,LifeStage,SubfamilyOrTribe,Superfamily,Genus,Specimen ID,Guild,Sex,det,Preservation,Notes,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetles (102 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","clay red staphylinids (34 total), maybe genus Thoracophorus",Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",tan scarabs (3 total),Coleoptera,1,Scarabaeidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",tan scarabs (3 total),Coleoptera,1,Scarabaeidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",tan scarabs (3 total),Coleoptera,1,Scarabaeidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",black cerambycids with yellow markings (4 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",black cerambycids with yellow markings (4 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",black cerambycids with yellow markings (4 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",black cerambycids with yellow markings (4 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",reddish brown cerambycids with yellow markings (2 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",reddish brown cerambycids with yellow markings (2 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",brown cerambycid,Coleoptera,1,Cerambycidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",mid size and large elaterids (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",mid size and large elaterids (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",mid size and large elaterids (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",mid size and large elaterids (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",mid size and large elaterids (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",mid size and large elaterids (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",mid size and large elaterids (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",mid size and large elaterids (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","flat, black histerids (5 total)",Coleoptera,1,Histeridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","flat, black histerids (5 total)",Coleoptera,1,Histeridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","flat, black histerids (5 total)",Coleoptera,1,Histeridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","flat, black histerids (5 total)",Coleoptera,1,Histeridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","flat, black histerids (5 total)",Coleoptera,1,Histeridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","lampyrid-mimicing cantharid,  ventrites and head definitely not hidden by pronotum, maybe genus Podabrus",Coleoptera,1,Cantharidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","green tiger beetle with white spots, maybe genus Cicindela",Coleoptera,1,Carabidae,,Cicindelinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","black and orange nitidulid, maybe genus Glischrochilus (2 total)",Coleoptera,1,Nitidulidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","black and orange nitidulid, maybe genus Glischrochilus (2 total)",Coleoptera,1,Nitidulidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",brown tenebrionids (3 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",brown tenebrionids (3 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",brown tenebrionids (3 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","greenish-black dung beetle, clearly with 9 antennomeres",Coleoptera,1,Scarabaeidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","greenish-black tenebrionid but with no visible toothed claws, probs Arthromacra aenea",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",genus Mycetophagus (2 total),Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",genus Mycetophagus (2 total),Coleoptera,1,Mycetophagidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","orange and black nitidulid, probs genus Glischrochilus",Coleoptera,1,Nitidulidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",shiny green carabid,Coleoptera,1,Carabidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","nitidulid with wide plates, probs genus Prometopia",Coleoptera,1,Nitidulidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",black mordellids (4 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",black mordellids (4 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",black mordellids (4 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",black mordellids (4 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",smaller black elaterids (4 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",smaller black elaterids (4 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",smaller black elaterids (4 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",smaller black elaterids (4 total),Coleoptera,1,Elateridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small black eucnemids (8 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small black eucnemids (8 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small black eucnemids (8 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small black eucnemids (8 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small black eucnemids (8 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small black eucnemids (8 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small black eucnemids (8 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small black eucnemids (8 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","lampyrid-mimicing Lycid, with obvious square cells in elytra, widely separated mesocoxae, and long trochanters",Coleoptera,1,Lycidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","reddish brown, slightly sculptured zopherids with 2-segmented club, probs genus Pycnomerus (7 total)",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","reddish brown, slightly sculptured zopherids with 2-segmented club, probs genus Pycnomerus (7 total)",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","reddish brown, slightly sculptured zopherids with 2-segmented club, probs genus Pycnomerus (7 total)",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","reddish brown, slightly sculptured zopherids with 2-segmented club, probs genus Pycnomerus (7 total)",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","reddish brown, slightly sculptured zopherids with 2-segmented club, probs genus Pycnomerus (7 total)",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","reddish brown, slightly sculptured zopherids with 2-segmented club, probs genus Pycnomerus (7 total)",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","reddish brown, slightly sculptured zopherids with 2-segmented club, probs genus Pycnomerus (7 total)",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",black clerid with tan markings,Coleoptera,1,Cleridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","compact, sheild shaped buprestid, maybe Brachys aerosus",Coleoptera,1,Buprestidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","dark aderids with orange-brown spots, probs Syzeton fasciatus (2 total)",Coleoptera,1,Aderidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","dark aderids with orange-brown spots, probs Syzeton fasciatus (2 total)",Coleoptera,1,Aderidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",large dark brown curculionid with the elbowed antennae that sometimes straighten,Coleoptera,1,Curculionidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"separate vial - 322, CV16, 2025-6-10","shiny bluish black salpingid, probs genus Salpingus. Did not have any fused ventrites, and there were no heart shaped tarsomeres, indicating that it was not a Attelabidae or any other weevil",Coleoptera,1,Salpingidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small flat monotomid,Coleoptera,1,Monotomidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","smaller, tiny flat monotomid",Coleoptera,1,Monotomidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",tan latridiids (3 total),Coleoptera,1,Latridiidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",tan latridiids (3 total),Coleoptera,1,Latridiidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",tan latridiids (3 total),Coleoptera,1,Latridiidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",dark brown latridiid with tan markings and white splotches on underside,Coleoptera,1,Latridiidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small brown sphindid,Coleoptera,1,Sphindidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",ant-like staph,Coleoptera,1,Staphylinidae,,Pselaphinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",bark beetle,Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","small zopherids with one-seg club (3 total), probs Synchita",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","small zopherids with one-seg club (3 total), probs Synchita",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","small zopherids with one-seg club (3 total), probs Synchita",Coleoptera,1,Zopheridae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",tear-shaped staphs (3 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",tear-shaped staphs (3 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",tear-shaped staphs (3 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small staphs (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small staphs (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small staphs (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small staphs (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small staphs (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small staphs (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small staphs (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small cantharids with pale bodies and short elytra and small eyes (2 total),Coleoptera,1,Cantharidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small cantharids with pale bodies and short elytra and small eyes (2 total),Coleoptera,1,Cantharidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1","smaller, tiny cantharid with short elytra and pale body and small eyes",Coleoptera,1,Cantharidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",round agathidiini,Coleoptera,1,Leiodidae,,Agathidiini,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",silvanid,Coleoptera,1,Silvanidae,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,16,1,no,1,"322, CV16, 2025-6-10, Vial 1",small tan cryptophagid,Coleoptera,1,Cryptophagidae,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
